market_segment,channel_used,campaign_type,impressions,clicks,conversion_rate,roi,acquisition_cost
Health & Wellness,YouTube,Display,1633,714,0.001,0.056,13288
Fashionistas,Email,Influencer,2251,379,0.001,0.037,7565
Outdoor Adventurers,YouTube,Search,3855,757,0.001,0.029,14463
Health & Wellness,Google Ads,Display,3902,697,0.001,0.036,13646
Outdoor Adventurers,Instagram,Email,6484,203,0.001,0.043,17585
Foodies,YouTube,Search,1192,438,0.001,0.028,10634
Fashionistas,Facebook,Email,6694,262,0.001,0.057,10110
Fashionistas,Google Ads,Search,8560,147,0.001,0.052,19179
Foodies,Website,Display,6813,676,0.002,0.04,6624
Foodies,Google Ads,Social Media,6346,607,0.001,0.074,19769
Health & Wellness,Instagram,Email,1848,808,0.0,0.024,11681
Tech Enthusiasts,Instagram,Display,8623,451,0.0,0.042,5159
Fashionistas,Instagram,Display,9091,916,0.001,0.061,18698
Health & Wellness,Email,Influencer,5699,710,0.0,0.051,9347
Fashionistas,YouTube,Email,4925,508,0.001,0.022,8858
Health & Wellness,Website,Display,8052,596,0.0,0.062,15925
Foodies,Website,Influencer,7908,780,0.001,0.074,10235
Fashionistas,Email,Social Media,4438,972,0.001,0.066,9482
Health & Wellness,Google Ads,Influencer,2596,990,0.001,0.028,19840
Outdoor Adventurers,Instagram,Search,7028,724,0.001,0.055,5167
Outdoor Adventurers,Google Ads,Influencer,7127,687,0.001,0.052,7849
Outdoor Adventurers,Website,Influencer,4056,914,0.001,0.078,14894
Health & Wellness,Email,Display,9276,419,0.0,0.042,10499
Fashionistas,Facebook,Search,5605,243,0.0,0.075,13997
Health & Wellness,Google Ads,Display,7900,577,0.001,0.076,5522
Tech Enthusiasts,YouTube,Social Media,2946,405,0.001,0.065,17258
Fashionistas,Instagram,Influencer,8406,307,0.0,0.031,15577
Health & Wellness,Facebook,Search,4961,281,0.001,0.067,10044
Foodies,Email,Email,1088,752,0.001,0.062,19301
Health & Wellness,Facebook,Search,8197,897,0.001,0.076,16172
Outdoor Adventurers,Email,Social Media,8744,329,0.0,0.072,9243
Foodies,Facebook,Email,6214,996,0.0,0.037,19365
Health & Wellness,YouTube,Search,1857,697,0.001,0.074,7535
Outdoor Adventurers,Google Ads,Influencer,8407,695,0.001,0.023,13729
Foodies,Google Ads,Email,8903,300,0.001,0.054,15061
Outdoor Adventurers,Facebook,Social Media,6235,283,0.001,0.048,5989
Tech Enthusiasts,YouTube,Search,9209,238,0.0,0.043,8576
Tech Enthusiasts,Google Ads,Email,1937,929,0.001,0.06,16626
Foodies,Website,Email,2757,197,0.001,0.056,15144
Foodies,Email,Search,5132,686,0.001,0.052,12944
Health & Wellness,Facebook,Display,5635,751,0.001,0.046,19230
Health & Wellness,Email,Display,9173,436,0.0,0.026,16569
Outdoor Adventurers,YouTube,Influencer,3065,615,0.001,0.042,8248
Outdoor Adventurers,Website,Display,6991,546,0.001,0.08,19035
Health & Wellness,YouTube,Influencer,8391,819,0.001,0.048,9880
Health & Wellness,Google Ads,Email,4618,231,0.002,0.074,13934
Tech Enthusiasts,Facebook,Influencer,7071,285,0.0,0.057,16847
Foodies,Email,Search,9438,234,0.0,0.054,13511
Outdoor Adventurers,Email,Search,7277,170,0.001,0.079,12625
Fashionistas,Facebook,Social Media,5270,749,0.0,0.074,19838
Fashionistas,Google Ads,Influencer,2882,339,0.001,0.028,9945
Fashionistas,Google Ads,Email,5669,140,0.001,0.045,6408
Fashionistas,YouTube,Display,1896,192,0.001,0.022,13100
Tech Enthusiasts,Google Ads,Influencer,3700,998,0.0,0.027,13087
Tech Enthusiasts,Facebook,Email,6262,802,0.002,0.034,18132
Tech Enthusiasts,Email,Social Media,7910,618,0.001,0.059,8571
Foodies,Instagram,Display,8482,584,0.0,0.03,6212
Health & Wellness,Instagram,Search,3598,561,0.001,0.039,14220
Foodies,Instagram,Influencer,6603,904,0.001,0.074,8681
Foodies,Google Ads,Email,2391,279,0.001,0.077,16435
Fashionistas,Google Ads,Email,9923,973,0.001,0.027,13418
Tech Enthusiasts,Email,Display,6488,581,0.001,0.033,16842
Foodies,Instagram,Email,5389,915,0.001,0.059,12091
Fashionistas,YouTube,Display,7020,207,0.001,0.042,7198
Tech Enthusiasts,Email,Email,1725,369,0.001,0.056,13367
Tech Enthusiasts,YouTube,Display,5200,323,0.001,0.045,7359
Health & Wellness,Google Ads,Influencer,9003,954,0.001,0.068,12528
Foodies,Website,Search,8862,376,0.001,0.073,5158
Outdoor Adventurers,Email,Search,7202,305,0.001,0.055,15359
Fashionistas,Instagram,Search,4185,124,0.001,0.066,6545
Foodies,Email,Social Media,5686,382,0.0,0.059,13041
Health & Wellness,Google Ads,Social Media,2097,454,0.001,0.071,7004
Fashionistas,Website,Influencer,2889,829,0.0,0.026,12397
Foodies,Facebook,Influencer,4956,738,0.001,0.077,19283
Fashionistas,Instagram,Display,1140,354,0.0,0.073,14389
Tech Enthusiasts,Website,Social Media,5710,707,0.0,0.055,18417
Fashionistas,Instagram,Social Media,4858,779,0.002,0.025,16034
Tech Enthusiasts,Instagram,Email,2352,109,0.001,0.069,15525
Health & Wellness,Website,Social Media,8642,782,0.0,0.028,12785
Health & Wellness,YouTube,Email,4236,278,0.001,0.05,18394
Fashionistas,Email,Influencer,7414,421,0.001,0.055,8659
Health & Wellness,Facebook,Influencer,5913,462,0.0,0.03,11289
Outdoor Adventurers,Facebook,Display,5778,819,0.0,0.045,6930
Outdoor Adventurers,Facebook,Influencer,4562,809,0.001,0.056,17822
Fashionistas,Google Ads,Influencer,8736,309,0.0,0.056,14423
Tech Enthusiasts,Google Ads,Display,3263,430,0.001,0.043,16968
Foodies,Facebook,Search,6448,900,0.001,0.044,17468
Outdoor Adventurers,YouTube,Email,5595,786,0.002,0.07,7445
Health & Wellness,Google Ads,Influencer,4400,471,0.001,0.038,16271
Tech Enthusiasts,Instagram,Display,5879,234,0.001,0.065,16798
Outdoor Adventurers,Facebook,Display,3970,428,0.001,0.035,18663
Foodies,Google Ads,Email,1596,973,0.001,0.061,10351
Health & Wellness,Instagram,Search,5979,461,0.001,0.022,8503
Outdoor Adventurers,Google Ads,Search,9614,705,0.0,0.024,12995
Health & Wellness,Website,Social Media,2595,176,0.0,0.036,7632
Foodies,Website,Influencer,4613,383,0.0,0.021,12064
Foodies,Google Ads,Social Media,3424,294,0.0,0.074,17205
Fashionistas,Facebook,Email,8848,896,0.0,0.024,9393
Fashionistas,Website,Email,1390,157,0.001,0.035,16356
Fashionistas,Website,Social Media,2289,543,0.001,0.051,6246
Health & Wellness,Instagram,Influencer,8281,774,0.001,0.025,9501
Foodies,Facebook,Display,9656,249,0.001,0.063,9226
Foodies,Instagram,Social Media,5800,884,0.001,0.052,14060
Tech Enthusiasts,Email,Influencer,2409,860,0.001,0.069,13189
Foodies,YouTube,Search,8554,832,0.001,0.046,9369
Tech Enthusiasts,Instagram,Social Media,5847,941,0.0,0.028,5201
Foodies,Email,Influencer,7259,144,0.0,0.028,9754
Foodies,Google Ads,Display,5402,650,0.001,0.077,15963
Health & Wellness,Website,Search,8934,179,0.001,0.074,14856
Tech Enthusiasts,YouTube,Search,9127,232,0.001,0.066,19829
Tech Enthusiasts,Website,Social Media,6661,178,0.001,0.073,8872
Foodies,Facebook,Email,8302,175,0.001,0.055,18861
Outdoor Adventurers,Website,Search,7577,995,0.001,0.066,14581
Tech Enthusiasts,Facebook,Email,9219,749,0.001,0.077,14568
Tech Enthusiasts,Website,Social Media,3793,450,0.0,0.056,15035
Health & Wellness,YouTube,Display,7974,562,0.0,0.043,7007
Tech Enthusiasts,Google Ads,Display,5896,650,0.0,0.035,9501
Tech Enthusiasts,YouTube,Influencer,7392,982,0.001,0.08,14790
Foodies,Facebook,Display,6427,653,0.001,0.028,13353
Outdoor Adventurers,Instagram,Email,8162,992,0.001,0.075,17661
Tech Enthusiasts,Website,Social Media,4886,253,0.0,0.043,9257
Outdoor Adventurers,YouTube,Display,4249,479,0.001,0.079,17631
Foodies,YouTube,Email,8650,578,0.001,0.073,12109
Outdoor Adventurers,Instagram,Email,9798,924,0.001,0.021,9127
Health & Wellness,Instagram,Email,1062,591,0.001,0.039,17790
Fashionistas,Website,Social Media,5466,246,0.0,0.074,14766
Health & Wellness,Google Ads,Influencer,1749,859,0.0,0.03,19917
Health & Wellness,Google Ads,Influencer,4352,383,0.001,0.042,18959
Tech Enthusiasts,Email,Social Media,8259,684,0.0,0.037,9057
Health & Wellness,YouTube,Search,9463,238,0.0,0.029,5543
Foodies,Email,Display,9003,829,0.001,0.022,8366
Outdoor Adventurers,YouTube,Display,2942,506,0.001,0.073,19376
Fashionistas,Google Ads,Social Media,1206,942,0.001,0.023,5537
Health & Wellness,YouTube,Display,4972,856,0.001,0.022,5090
Health & Wellness,Facebook,Search,8022,257,0.001,0.049,12012
Health & Wellness,Website,Email,7812,125,0.001,0.024,17044
Outdoor Adventurers,Website,Social Media,8466,962,0.001,0.033,17681
Foodies,Website,Search,7939,355,0.001,0.024,15028
Foodies,Website,Social Media,4101,645,0.001,0.032,12010
Outdoor Adventurers,Email,Email,9079,311,0.0,0.049,12013
Health & Wellness,Website,Search,2045,927,0.0,0.079,10939
Tech Enthusiasts,Email,Social Media,7309,979,0.001,0.056,19137
Outdoor Adventurers,Website,Display,4361,923,0.001,0.027,17222
Tech Enthusiasts,Email,Search,2883,661,0.001,0.047,14538
Outdoor Adventurers,Email,Display,5263,808,0.0,0.069,9781
Health & Wellness,Google Ads,Email,6708,599,0.001,0.043,11745
Foodies,Facebook,Email,4544,457,0.001,0.073,9019
Foodies,Google Ads,Influencer,3643,537,0.0,0.044,14110
Tech Enthusiasts,Website,Social Media,1718,683,0.001,0.059,12962
Tech Enthusiasts,Facebook,Social Media,1897,400,0.001,0.071,19312
Tech Enthusiasts,YouTube,Display,5490,517,0.001,0.061,19592
Health & Wellness,Website,Social Media,6027,659,0.002,0.025,16903
Tech Enthusiasts,Website,Search,2686,418,0.001,0.051,12216
Health & Wellness,Website,Search,7526,256,0.0,0.072,15820
Tech Enthusiasts,Google Ads,Email,5599,379,0.0,0.068,12695
Tech Enthusiasts,Website,Search,7987,127,0.001,0.052,12781
Tech Enthusiasts,Google Ads,Social Media,3665,302,0.001,0.058,18188
Tech Enthusiasts,Facebook,Email,6124,168,0.0,0.071,6337
Foodies,Website,Email,2405,762,0.001,0.054,16660
Outdoor Adventurers,YouTube,Display,2634,825,0.0,0.066,14454
Outdoor Adventurers,Email,Search,7913,672,0.002,0.027,5145
Fashionistas,Instagram,Influencer,3169,979,0.001,0.057,19484
Health & Wellness,Email,Email,9443,803,0.001,0.054,19643
Tech Enthusiasts,Website,Search,6724,377,0.001,0.042,9204
Tech Enthusiasts,Instagram,Display,2383,410,0.001,0.066,7319
Foodies,Email,Email,2347,588,0.0,0.069,8145
Outdoor Adventurers,Facebook,Influencer,6356,377,0.001,0.022,19771
Outdoor Adventurers,Facebook,Display,1640,376,0.001,0.043,8383
Foodies,Facebook,Influencer,4442,862,0.0,0.079,19550
Outdoor Adventurers,Email,Influencer,5249,454,0.001,0.05,15820
Outdoor Adventurers,Google Ads,Email,7918,550,0.001,0.056,16517
Tech Enthusiasts,Instagram,Social Media,4032,352,0.0,0.039,13221
Foodies,Website,Influencer,6646,183,0.001,0.024,6268
Fashionistas,Facebook,Search,5937,280,0.001,0.073,11265
Fashionistas,Email,Display,9722,493,0.001,0.06,10038
Fashionistas,Website,Display,5007,469,0.0,0.076,12567
Outdoor Adventurers,YouTube,Influencer,7612,275,0.001,0.055,9193
Tech Enthusiasts,Email,Email,6035,699,0.001,0.075,11543
Outdoor Adventurers,Google Ads,Influencer,9098,448,0.001,0.076,11368
Outdoor Adventurers,Google Ads,Search,3020,902,0.001,0.045,10680
Outdoor Adventurers,Facebook,Email,1289,822,0.001,0.057,12171
Tech Enthusiasts,Facebook,Social Media,7987,600,0.001,0.056,14653
Foodies,Website,Display,5485,507,0.0,0.049,14436
Outdoor Adventurers,Google Ads,Display,7031,827,0.001,0.077,10534
Health & Wellness,YouTube,Influencer,4957,564,0.001,0.078,10127
Foodies,Website,Influencer,5634,579,0.001,0.059,8044
Outdoor Adventurers,Facebook,Search,8583,228,0.001,0.023,19955
Fashionistas,Website,Email,6307,707,0.002,0.058,13676
Tech Enthusiasts,Google Ads,Influencer,3903,186,0.0,0.054,19731
Fashionistas,Email,Search,2855,915,0.0,0.08,15094
Outdoor Adventurers,Email,Influencer,7808,146,0.0,0.074,16921
Health & Wellness,Website,Social Media,9947,564,0.0,0.076,15602
Tech Enthusiasts,Website,Influencer,2219,592,0.0,0.078,15603
Health & Wellness,YouTube,Influencer,7596,787,0.001,0.027,12277
Outdoor Adventurers,Facebook,Display,3798,317,0.001,0.066,16701
Outdoor Adventurers,Email,Influencer,4892,827,0.0,0.073,8788
Health & Wellness,Website,Search,1389,630,0.0,0.068,8238
Outdoor Adventurers,Email,Influencer,1014,843,0.0,0.022,18866
Outdoor Adventurers,Email,Social Media,4496,146,0.001,0.073,5283
Tech Enthusiasts,Email,Influencer,1833,315,0.001,0.026,13775
Tech Enthusiasts,Facebook,Search,9502,427,0.0,0.076,13689
Tech Enthusiasts,Email,Social Media,1439,261,0.0,0.048,11354
Foodies,Facebook,Email,3186,734,0.001,0.023,5603
Foodies,Facebook,Email,8550,524,0.001,0.028,16316
Outdoor Adventurers,Website,Influencer,5062,476,0.001,0.062,14595
Outdoor Adventurers,YouTube,Social Media,8126,186,0.001,0.034,8971
Health & Wellness,Instagram,Display,8405,311,0.001,0.022,12938
Health & Wellness,Google Ads,Search,7690,526,0.0,0.06,17055
Tech Enthusiasts,Facebook,Email,7253,298,0.0,0.026,8112
Health & Wellness,Website,Influencer,6589,150,0.0,0.049,14820
Outdoor Adventurers,Facebook,Display,7718,110,0.0,0.074,7333
Foodies,Google Ads,Search,9011,352,0.0,0.06,18498
Fashionistas,Website,Email,7288,693,0.001,0.057,18074
Fashionistas,Facebook,Display,4684,521,0.001,0.066,16630
Fashionistas,Email,Display,4275,433,0.001,0.022,14259
Tech Enthusiasts,Website,Social Media,3681,360,0.0,0.048,18733
Health & Wellness,YouTube,Social Media,3033,441,0.001,0.031,14953
Foodies,Instagram,Influencer,3007,535,0.001,0.06,11764
Foodies,Facebook,Influencer,6976,593,0.001,0.036,18628
Foodies,YouTube,Search,4450,222,0.001,0.033,11523
Health & Wellness,YouTube,Influencer,8142,472,0.0,0.024,16920
Foodies,Website,Display,9802,754,0.001,0.08,6670
Outdoor Adventurers,Email,Social Media,9972,767,0.001,0.072,18192
Fashionistas,Instagram,Search,2630,470,0.001,0.024,12664
Tech Enthusiasts,Google Ads,Email,2238,454,0.0,0.051,16492
Fashionistas,Website,Social Media,9537,818,0.0,0.047,19910
Health & Wellness,Instagram,Social Media,6196,369,0.001,0.048,18398
Foodies,Google Ads,Display,1625,544,0.001,0.028,11000
Health & Wellness,Google Ads,Social Media,3039,396,0.0,0.071,13928
Tech Enthusiasts,YouTube,Search,3481,538,0.0,0.061,19974
Outdoor Adventurers,Instagram,Display,3692,226,0.0,0.03,14167
Tech Enthusiasts,Google Ads,Email,5344,963,0.001,0.063,8464
Outdoor Adventurers,YouTube,Social Media,8103,918,0.001,0.046,13678
Fashionistas,Email,Social Media,6518,525,0.0,0.044,19687
Outdoor Adventurers,Website,Display,3157,797,0.001,0.074,8887
Health & Wellness,Website,Display,5449,456,0.001,0.065,14988
Fashionistas,Instagram,Email,4903,774,0.001,0.041,16919
Tech Enthusiasts,Website,Email,3595,629,0.001,0.037,5243
Tech Enthusiasts,YouTube,Social Media,5317,230,0.001,0.079,11339
Tech Enthusiasts,Website,Social Media,9006,567,0.001,0.066,13876
Outdoor Adventurers,Email,Search,7548,849,0.0,0.068,19627
Foodies,Facebook,Email,7050,570,0.001,0.024,17684
Foodies,Email,Influencer,2897,526,0.001,0.046,17702
Health & Wellness,Website,Email,2868,205,0.0,0.039,9518
Tech Enthusiasts,Website,Display,5604,706,0.0,0.045,5098
Outdoor Adventurers,Instagram,Email,9337,503,0.001,0.036,14463
Outdoor Adventurers,YouTube,Email,5600,858,0.001,0.024,14837
Outdoor Adventurers,Email,Display,7245,898,0.001,0.039,17641
Foodies,Facebook,Search,8520,237,0.001,0.032,18368
Health & Wellness,Facebook,Email,3605,280,0.001,0.043,10395
Tech Enthusiasts,Website,Display,6526,246,0.0,0.061,6888
Outdoor Adventurers,YouTube,Email,8121,458,0.001,0.056,13283
Fashionistas,Google Ads,Search,8711,279,0.001,0.028,18765
Health & Wellness,Email,Email,3422,507,0.0,0.027,5839
Outdoor Adventurers,Google Ads,Search,6739,119,0.001,0.054,13353
Outdoor Adventurers,Instagram,Influencer,8104,315,0.001,0.025,15082
Outdoor Adventurers,Website,Email,6047,314,0.0,0.048,11366
Foodies,YouTube,Social Media,2204,691,0.0,0.065,7272
Tech Enthusiasts,Instagram,Email,7014,354,0.001,0.051,18143
Foodies,YouTube,Influencer,1767,771,0.0,0.062,13599
Fashionistas,Facebook,Social Media,1051,836,0.0,0.042,9026
Foodies,Instagram,Social Media,4616,708,0.001,0.037,8969
Foodies,Email,Search,1150,976,0.0,0.035,11827
Foodies,Google Ads,Search,6466,697,0.0,0.044,19425
Health & Wellness,Website,Email,3454,519,0.001,0.028,8459
Health & Wellness,Email,Influencer,7613,687,0.001,0.055,19874
Tech Enthusiasts,Website,Influencer,6885,293,0.001,0.077,10002
Outdoor Adventurers,Facebook,Search,1978,636,0.001,0.027,19367
Tech Enthusiasts,Instagram,Influencer,2264,751,0.0,0.064,15551
Foodies,YouTube,Email,3642,691,0.001,0.042,5208
Fashionistas,Instagram,Display,8040,644,0.001,0.027,16254
Foodies,Facebook,Influencer,5736,808,0.0,0.023,16027
Foodies,Email,Social Media,1770,174,0.001,0.068,15344
Health & Wellness,Facebook,Display,2201,583,0.001,0.028,9141
Outdoor Adventurers,Facebook,Email,7785,508,0.001,0.036,18417
Outdoor Adventurers,Instagram,Search,6453,193,0.001,0.068,18459
Foodies,Instagram,Influencer,7263,185,0.0,0.071,16533
Outdoor Adventurers,Facebook,Influencer,4515,672,0.0,0.05,13779
Tech Enthusiasts,Instagram,Display,1782,797,0.0,0.059,5739
Foodies,Website,Influencer,9007,896,0.002,0.06,8411
Tech Enthusiasts,Google Ads,Search,1849,921,0.001,0.075,12401
Fashionistas,Instagram,Social Media,4300,660,0.0,0.046,6155
Tech Enthusiasts,Website,Search,9790,843,0.001,0.064,6219
Foodies,Google Ads,Email,5469,149,0.0,0.065,11142
Tech Enthusiasts,Website,Social Media,6013,241,0.0,0.077,7141
Foodies,Google Ads,Influencer,3945,877,0.001,0.069,16955
Fashionistas,YouTube,Email,8782,212,0.001,0.051,8344
Tech Enthusiasts,YouTube,Influencer,3443,568,0.001,0.041,12405
Outdoor Adventurers,Website,Social Media,6069,756,0.001,0.063,9766
Tech Enthusiasts,Instagram,Display,2846,719,0.001,0.072,10971
Foodies,Instagram,Search,5264,499,0.0,0.062,14465
Health & Wellness,Email,Influencer,3197,433,0.001,0.034,19771
Health & Wellness,Google Ads,Search,2818,260,0.0,0.022,14659
Fashionistas,Email,Social Media,1054,497,0.001,0.025,16577
Outdoor Adventurers,Website,Display,8112,803,0.001,0.064,11197
Tech Enthusiasts,Instagram,Display,6457,834,0.0,0.031,10621
Fashionistas,Facebook,Email,5710,524,0.001,0.058,7830
Fashionistas,Instagram,Social Media,4788,217,0.001,0.027,10558
Health & Wellness,YouTube,Search,3308,856,0.0,0.072,14151
Fashionistas,Website,Email,6035,188,0.001,0.064,8855
Outdoor Adventurers,YouTube,Display,2279,533,0.001,0.036,10813
Fashionistas,Email,Search,8101,641,0.001,0.058,7768
Fashionistas,Website,Search,6618,511,0.0,0.041,11178
Foodies,Google Ads,Social Media,2019,357,0.001,0.066,7132
Fashionistas,YouTube,Influencer,5595,200,0.0,0.066,16182
Foodies,Email,Email,6242,926,0.001,0.044,8017
Tech Enthusiasts,Website,Influencer,1652,562,0.0,0.067,8226
Tech Enthusiasts,Google Ads,Search,3790,665,0.001,0.061,5506
Tech Enthusiasts,Facebook,Search,6860,418,0.001,0.021,17178
Outdoor Adventurers,Instagram,Email,5755,107,0.001,0.021,11987
Outdoor Adventurers,Facebook,Influencer,1952,584,0.0,0.068,7750
Foodies,Website,Search,7454,374,0.0,0.065,12160
Health & Wellness,YouTube,Email,4418,231,0.001,0.058,11986
Foodies,Instagram,Display,6599,254,0.001,0.035,17014
Foodies,YouTube,Display,4850,282,0.001,0.021,11556
Foodies,Website,Display,8677,252,0.001,0.054,16637
Foodies,Website,Social Media,8410,451,0.001,0.034,11737
Tech Enthusiasts,Google Ads,Email,9798,955,0.001,0.068,6829
Outdoor Adventurers,Email,Search,2252,697,0.001,0.042,11044
Fashionistas,Google Ads,Social Media,7883,987,0.001,0.062,6991
Health & Wellness,Google Ads,Influencer,1590,435,0.002,0.046,14230
Outdoor Adventurers,Google Ads,Search,8376,721,0.001,0.061,7308
Tech Enthusiasts,YouTube,Social Media,6147,688,0.001,0.075,11781
Fashionistas,Facebook,Influencer,3313,231,0.001,0.06,12235
Foodies,YouTube,Search,3175,568,0.001,0.066,16417
Foodies,Facebook,Display,6756,116,0.001,0.072,8550
Fashionistas,Website,Search,2772,828,0.0,0.069,11044
Foodies,Website,Influencer,3908,611,0.001,0.042,8139
Fashionistas,Email,Social Media,2266,323,0.0,0.027,12868
Fashionistas,YouTube,Email,5745,582,0.0,0.055,9464
Fashionistas,Instagram,Influencer,7751,605,0.001,0.059,13798
Tech Enthusiasts,Instagram,Social Media,6731,111,0.0,0.021,14584
Fashionistas,Facebook,Search,2608,218,0.0,0.028,5827
Outdoor Adventurers,Google Ads,Influencer,6423,894,0.001,0.063,13619
Fashionistas,Website,Search,7996,394,0.001,0.071,14847
Health & Wellness,Website,Influencer,5271,272,0.001,0.069,10352
Fashionistas,Facebook,Email,4875,734,0.001,0.022,6305
Tech Enthusiasts,Instagram,Influencer,3424,602,0.0,0.035,12844
Foodies,Email,Display,4757,751,0.001,0.058,7872
Foodies,Website,Social Media,8631,407,0.001,0.078,14340
